Дата,Время,Филиал,Программа,Группа,Преподаватель,Тема,Записано,Пришло,Пропусков всего,Пропусков по уваж. причине,Ученик,Статус записи в группу,Посещение,Продолж. ас/ч,Продолж. ак/ч
04.01.2025,12:00,Южный,Программирование,C1,Иванов,Лексика,1,1,0,0,Ученик_942,активна,1,1.0,60
05.01.2025,19:00,Южный,Математика,A1,Петров,Лексика,1,1,0,0,Ученик_942,активна,1,1.5,90
13.01.2025,12:00,Южный,Английский,B2,Иванов,Грамматика,1,0,0,0,Ученик_942,заморожена,0,1.5,90
23.01.2025,16:00,Южный,Английский,A1,Сидорова,Разговор,1,0,0,0,Ученик_942,заморожена,0,1.0,45
05.07.2025,11:00,Южный,Программирование,C1,Иванов,Грамматика,1,1,0,0,Ученик_943,активна,1,1.0,60
12.07.2025,20:00,Южный,Математика,B2,Сидорова,Лексика,1,1,0,0,Ученик_943,активна,1,1.0,60
17.07.2025,20:00,Южный,Математика,A1,Иванов,Грамматика,1,1,0,0,Ученик_943,активна,1,1.0,60
29.07.2025,17:00,Южный,Английский,B2,Петров,Грамматика,1,1,0,0,Ученик_943,активна,1,2.0,90
06.08.2025,19:00,Южный,Английский,C1,Петров,Разговор,1,1,0,0,Ученик_943,активна,1,1.0,45
12.08.2025,11:00,Южный,Английский,B2,Иванов,Разговор,1,1,0,0,Ученик_943,активна,1,2.0,60
17.08.2025,17:00,Южный,Математика,A1,Петров,Лексика,1,1,0,0,Ученик_943,активна,1,1.0,90
23.08.2025,12:00,Южный,Английский,A1,Иванов,Лексика,1,1,0,0,Ученик_943,активна,1,2.0,90
19.08.2024,10:00,Северный,Программирование,A1,Иванов,Разговор,1,1,0,0,Ученик_944,активна,1,1.5,60
02.09.2024,19:00,Северный,Английский,A1,Петров,Грамматика,1,1,0,0,Ученик_944,активна,1,1.0,45
05.09.2024,20:00,Северный,Английский,B2,Иванов,Разговор,1,0,0,0,Ученик_944,заморожена,0,1.0,60
10.09.2024,13:00,Северный,Математика,C1,Сидорова,Лексика,1,1,0,0,Ученик_944,активна,1,2.0,60
23.09.2024,20:00,Северный,Математика,C1,Сидорова,Лексика,1,0,0,0,Ученик_944,заморожена,0,1.0,60
26.09.2024,10:00,Северный,Английский,B2,Иванов,Разговор,1,1,0,0,Ученик_944,активна,1,1.0,45
03.10.2024,14:00,Северный,Программирование,B2,Сидорова,Лексика,1,1,0,0,Ученик_944,активна,1,1.0,90
14.10.2024,14:00,Северный,Программирование,C1,Иванов,Грамматика,1,1,0,0,Ученик_944,активна,1,1.0,45
16.10.2024,11:00,Северный,Английский,A1,Петров,Грамматика,1,1,0,0,Ученик_944,активна,1,1.5,60
25.10.2024,12:00,Северный,Программирование,C1,Иванов,Разговор,1,1,0,0,Ученик_944,активна,1,2.0,60
20.09.2025,18:00,Южный,Программирование,B2,Сидорова,Разговор,1,1,0,0,Ученик_945,активна,1,1.0,45
27.09.2025,11:00,Южный,Программирование,A1,Петров,Грамматика,1,1,0,0,Ученик_945,активна,1,2.0,90
06.10.2025,15:00,Южный,Математика,B2,Сидорова,Лексика,1,1,0,0,Ученик_945,активна,1,1.0,45
11.02.2026,10:00,Южный,Математика,C1,Иванов,Грамматика,1,1,0,0,Ученик_946,активна,1,1.0,45
17.02.2026,10:00,Южный,Английский,C1,Петров,Лексика,1,1,0,0,Ученик_946,активна,1,1.0,45
01.03.2026,9:00,Южный,Математика,C1,Петров,Лексика,1,1,0,0,Ученик_946,активна,1,1.5,90
09.03.2026,10:00,Южный,Английский,A1,Сидорова,Разговор,1,1,0,0,Ученик_946,активна,1,1.5,45
17.03.2026,11:00,Южный,Английский,B2,Сидорова,Разговор,1,1,0,0,Ученик_946,активна,1,1.0,90
19.03.2026,9:00,Южный,Английский,B2,Иванов,Грамматика,1,1,0,0,Ученик_946,активна,1,1.5,60
24.03.2026,15:00,Южный,Программирование,C1,Сидорова,Лексика,1,1,0,0,Ученик_946,активна,1,1.5,60
07.03.2026,13:00,Южный,Английский,C1,Петров,Разговор,1,1,0,0,Ученик_946,активна,1,1.0,90
24.03.2026,10:00,Южный,Английский,C1,Петров,Лексика,1,1,0,0,Ученик_946,активна,1,2.0,45
18.03.2026,20:00,Южный,Программирование,A1,Иванов,Лексика,1,1,0,0,Ученик_946,активна,1,1.0,90
05.03.2026,16:00,Южный,Программирование,C1,Иванов,Разговор,1,1,0,0,Ученик_947,активна,1,1.0,45
10.03.2026,20:00,Южный,Математика,C1,Петров,Разговор,1,1,0,0,Ученик_947,активна,1,2.0,60
19.03.2026,19:00,Южный,Математика,C1,Петров,Разговор,1,1,0,0,Ученик_947,активна,1,1.5,90
28.03.2026,20:00,Южный,Математика,B2,Петров,Грамматика,1,1,0,0,Ученик_947,активна,1,2.0,60
31.03.2026,14:00,Южный,Математика,A1,Сидорова,Разговор,1,1,0,0,Ученик_947,активна,1,2.0,45
28.03.2026,9:00,Южный,Математика,A1,Иванов,Грамматика,1,1,0,0,Ученик_947,активна,1,2.0,45
25.03.2026,11:00,Южный,Математика,B2,Петров,Разговор,1,1,0,0,Ученик_947,активна,1,1.5,45
26.03.2026,14:00,Южный,Математика,B2,Петров,Разговор,1,1,0,0,Ученик_947,активна,1,2.0,45
09.03.2026,10:00,Южный,Английский,B2,Иванов,Грамматика,1,1,0,0,Ученик_947,активна,1,1.5,60
23.10.2025,19:00,Северный,Английский,A1,Сидорова,Разговор,1,0,0,0,Ученик_948,заморожена,0,1.5,90
23.10.2025,18:00,Северный,Программирование,C1,Иванов,Лексика,1,1,0,0,Ученик_948,активна,1,1.5,90
05.11.2025,20:00,Северный,Математика,B2,Иванов,Разговор,1,1,0,0,Ученик_948,активна,1,1.0,90
07.11.2025,19:00,Северный,Программирование,A1,Сидорова,Грамматика,1,0,0,0,Ученик_948,заморожена,0,2.0,90
14.11.2025,20:00,Северный,Английский,C1,Петров,Грамматика,1,0,0,0,Ученик_948,заморожена,0,1.5,45
24.11.2025,14:00,Северный,Математика,A1,Петров,Грамматика,1,0,0,0,Ученик_948,заморожена,0,1.5,90
28.11.2025,19:00,Северный,Английский,B2,Петров,Грамматика,1,1,0,0,Ученик_948,активна,1,1.5,90
21.02.2026,19:00,Южный,Математика,A1,Иванов,Лексика,1,1,0,0,Ученик_949,активна,1,2.0,60
25.02.2026,20:00,Южный,Английский,B2,Иванов,Разговор,1,0,0,0,Ученик_949,заморожена,0,1.0,60
06.03.2026,15:00,Южный,Математика,A1,Сидорова,Лексика,1,0,0,0,Ученик_949,заморожена,0,2.0,90
16.03.2026,19:00,Южный,Английский,A1,Петров,Лексика,1,1,0,0,Ученик_949,активна,1,1.5,90
19.03.2026,13:00,Южный,Математика,B2,Петров,Лексика,1,1,0,0,Ученик_949,активна,1,1.0,45
25.03.2026,11:00,Южный,Английский,C1,Сидорова,Разговор,1,0,0,0,Ученик_949,заморожена,0,2.0,90
15.03.2026,10:00,Южный,Английский,A1,Петров,Разговор,1,1,0,0,Ученик_949,активна,1,1.0,45
01.04.2026,20:00,Южный,Английский,C1,Иванов,Грамматика,1,0,0,0,Ученик_949,заморожена,0,2.0,45
10.03.2026,13:00,Южный,Английский,B2,Петров,Лексика,1,0,0,0,Ученик_949,заморожена,0,2.0,60
24.07.2025,19:00,Южный,Математика,C1,Иванов,Разговор,1,0,0,0,Ученик_950,заморожена,0,2.0,45
02.08.2025,15:00,Южный,Математика,B2,Иванов,Разговор,1,1,0,0,Ученик_950,активна,1,1.0,90
07.08.2025,19:00,Южный,Математика,B2,Иванов,Лексика,1,1,0,0,Ученик_950,активна,1,2.0,60
20.08.2025,19:00,Южный,Программирование,B2,Сидорова,Грамматика,1,1,0,0,Ученик_950,активна,1,2.0,45
23.08.2025,14:00,Южный,Математика,A1,Иванов,Грамматика,1,1,0,0,Ученик_950,активна,1,1.0,60
31.08.2025,12:00,Южный,Математика,C1,Петров,Лексика,1,1,0,0,Ученик_950,активна,1,1.5,90
09.09.2024,15:00,Северный,Математика,C1,Петров,Лексика,1,1,0,0,Ученик_951,активна,1,1.5,60
13.09.2024,10:00,Северный,Математика,C1,Иванов,Грамматика,1,1,0,0,Ученик_951,активна,1,1.0,45
24.09.2024,14:00,Северный,Программирование,B2,Иванов,Грамматика,1,0,0,0,Ученик_951,заморожена,0,1.5,60
02.10.2024,11:00,Северный,Английский,B2,Сидорова,Разговор,1,0,0,0,Ученик_951,заморожена,0,2.0,90
27.01.2026,14:00,Южный,Математика,A1,Иванов,Лексика,1,0,0,0,Ученик_952,заморожена,0,2.0,60
03.02.2026,17:00,Южный,Английский,C1,Петров,Грамматика,1,1,0,0,Ученик_952,активна,1,1.5,45
07.02.2026,17:00,Южный,Математика,C1,Сидорова,Грамматика,1,0,0,0,Ученик_952,заморожена,0,2.0,45
18.02.2026,17:00,Южный,Программирование,C1,Иванов,Грамматика,1,0,0,0,Ученик_952,заморожена,0,1.0,60
24.02.2026,20:00,Южный,Английский,C1,Петров,Лексика,1,0,0,0,Ученик_952,заморожена,0,1.5,90
01.03.2026,11:00,Южный,Программирование,A1,Сидорова,Лексика,1,1,0,0,Ученик_952,активна,1,1.0,60
06.03.2026,12:00,Южный,Программирование,B2,Иванов,Лексика,1,1,0,0,Ученик_952,активна,1,2.0,45
19.03.2026,20:00,Южный,Английский,A1,Иванов,Разговор,1,0,0,0,Ученик_952,заморожена,0,2.0,60
19.03.2026,18:00,Южный,Математика,A1,Петров,Разговор,1,1,0,0,Ученик_952,активна,1,2.0,45
02.04.2026,17:00,Южный,Программирование,A1,Иванов,Лексика,1,1,0,0,Ученик_952,активна,1,2.0,60
21.03.2026,9:00,Южный,Программирование,B2,Петров,Грамматика,1,0,0,0,Ученик_952,заморожена,0,1.5,90
16.09.2025,19:00,Южный,Английский,B2,Иванов,Лексика,1,1,0,0,Ученик_953,активна,1,1.5,45
20.09.2025,17:00,Южный,Программирование,B2,Петров,Разговор,1,1,0,0,Ученик_953,активна,1,1.5,45
28.09.2025,15:00,Южный,Программирование,C1,Иванов,Грамматика,1,1,0,0,Ученик_953,активна,1,2.0,45
16.08.2024,18:00,Южный,Английский,C1,Иванов,Лексика,1,1,0,0,Ученик_954,активна,1,2.0,90
24.08.2024,13:00,Южный,Программирование,B2,Петров,Разговор,1,0,0,0,Ученик_954,заморожена,0,1.0,45
27.08.2024,20:00,Южный,Программирование,B2,Петров,Разговор,1,0,0,0,Ученик_954,заморожена,0,2.0,45
07.09.2024,14:00,Южный,Программирование,C1,Иванов,Разговор,1,1,0,0,Ученик_954,активна,1,1.5,45
17.09.2024,15:00,Южный,Математика,B2,Петров,Грамматика,1,0,0,0,Ученик_954,заморожена,0,1.5,60
20.09.2024,13:00,Южный,Математика,C1,Петров,Лексика,1,0,0,0,Ученик_954,заморожена,0,2.0,60
30.09.2024,16:00,Южный,Английский,B2,Петров,Грамматика,1,1,0,0,Ученик_954,активна,1,1.5,45
02.10.2024,15:00,Южный,Программирование,B2,Сидорова,Лексика,1,1,0,0,Ученик_954,активна,1,1.0,60
09.10.2024,10:00,Южный,Математика,C1,Петров,Лексика,1,0,0,0,Ученик_954,заморожена,0,1.5,90
17.10.2024,19:00,Южный,Английский,B2,Сидорова,Разговор,1,1,0,0,Ученик_954,активна,1,1.0,45
27.10.2024,10:00,Южный,Английский,A1,Иванов,Разговор,1,1,0,0,Ученик_954,активна,1,2.0,90
19.01.2025,13:00,Южный,Программирование,C1,Иванов,Лексика,1,1,0,0,Ученик_955,активна,1,1.0,45
24.01.2025,11:00,Южный,Английский,A1,Сидорова,Лексика,1,1,0,0,Ученик_955,активна,1,1.5,60
03.02.2025,10:00,Южный,Математика,C1,Петров,Разговор,1,1,0,0,Ученик_955,активна,1,1.5,45
10.02.2025,12:00,Южный,Программирование,A1,Иванов,Разговор,1,0,0,0,Ученик_955,заморожена,0,1.0,45
17.02.2025,20:00,Южный,Программирование,A1,Петров,Лексика,1,1,0,0,Ученик_955,активна,1,2.0,45
20.02.2025,9:00,Южный,Программирование,A1,Петров,Разговор,1,1,0,0,Ученик_955,активна,1,2.0,60
06.03.2025,12:00,Южный,Математика,C1,Петров,Грамматика,1,1,0,0,Ученик_955,активна,1,1.5,60
23.12.2025,19:00,Северный,Математика,A1,Иванов,Лексика,1,1,0,0,Ученик_956,активна,1,2.0,45
02.01.2026,19:00,Северный,Математика,B2,Петров,Лексика,1,0,0,0,Ученик_956,заморожена,0,2.0,90
06.01.2026,9:00,Северный,Математика,C1,Иванов,Разговор,1,0,0,0,Ученик_956,заморожена,0,1.5,45
13.01.2026,12:00,Северный,Программирование,A1,Сидорова,Разговор,1,1,0,0,Ученик_956,активна,1,2.0,60
18.01.2026,15:00,Северный,Программирование,A1,Иванов,Лексика,1,1,0,0,Ученик_956,активна,1,2.0,60
30.01.2026,16:00,Северный,Математика,A1,Сидорова,Грамматика,1,1,0,0,Ученик_956,активна,1,2.0,90
14.09.2025,17:00,Основной,Программирование,B2,Петров,Разговор,1,1,0,0,Ученик_957,активна,1,2.0,90
21.09.2025,17:00,Основной,Математика,B2,Иванов,Грамматика,1,0,0,0,Ученик_957,заморожена,0,1.5,90
01.10.2025,11:00,Основной,Программирование,B2,Сидорова,Разговор,1,1,0,0,Ученик_957,активна,1,1.5,90
09.10.2025,19:00,Основной,Математика,B2,Сидорова,Грамматика,1,1,0,0,Ученик_957,активна,1,1.5,60
19.10.2025,14:00,Основной,Английский,B2,Сидорова,Разговор,1,1,0,0,Ученик_957,активна,1,1.0,60
19.10.2025,15:00,Основной,Английский,C1,Иванов,Грамматика,1,0,0,0,Ученик_957,заморожена,0,2.0,90
28.10.2025,19:00,Основной,Английский,A1,Сидорова,Разговор,1,1,0,0,Ученик_957,активна,1,1.0,90
09.11.2025,15:00,Основной,Программирование,B2,Сидорова,Разговор,1,1,0,0,Ученик_957,активна,1,1.0,90
29.01.2026,19:00,Северный,Математика,A1,Иванов,Разговор,1,1,0,0,Ученик_958,активна,1,1.0,45
03.02.2026,10:00,Северный,Английский,C1,Сидорова,Грамматика,1,0,0,0,Ученик_958,заморожена,0,1.5,90
08.02.2026,14:00,Северный,Программирование,A1,Иванов,Разговор,1,1,0,0,Ученик_958,активна,1,1.0,45
17.02.2026,12:00,Северный,Математика,B2,Иванов,Лексика,1,1,0,0,Ученик_958,активна,1,1.0,60
22.02.2026,17:00,Северный,Программирование,C1,Сидорова,Грамматика,1,1,0,0,Ученик_958,активна,1,1.5,90
25.05.2024,19:00,Южный,Английский,C1,Иванов,Грамматика,1,1,0,0,Ученик_959,активна,1,2.0,45
30.05.2024,20:00,Южный,Математика,B2,Петров,Грамматика,1,1,0,0,Ученик_959,активна,1,2.0,90
11.06.2024,17:00,Южный,Программирование,A1,Сидорова,Лексика,1,1,0,0,Ученик_959,активна,1,1.0,45
12.06.2024,12:00,Южный,Математика,C1,Петров,Разговор,1,1,0,0,Ученик_959,активна,1,2.0,45
20.07.2025,14:00,Северный,Программирование,B2,Петров,Лексика,1,0,0,0,Ученик_960,заморожена,0,1.5,45
28.07.2025,20:00,Северный,Английский,B2,Сидорова,Разговор,1,1,0,0,Ученик_960,активна,1,2.0,90
09.08.2025,13:00,Северный,Английский,A1,Сидорова,Лексика,1,0,0,0,Ученик_960,заморожена,0,2.0,90
13.08.2024,12:00,Основной,Математика,B2,Сидорова,Лексика,1,1,0,0,Ученик_961,активна,1,2.0,45
16.08.2024,16:00,Основной,Математика,A1,Иванов,Разговор,1,1,0,0,Ученик_961,активна,1,1.0,45
26.08.2024,19:00,Основной,Программирование,A1,Иванов,Разговор,1,1,0,0,Ученик_961,активна,1,1.5,60
30.08.2024,20:00,Основной,Программирование,B2,Петров,Лексика,1,0,0,0,Ученик_961,заморожена,0,2.0,60
10.09.2024,10:00,Основной,Программирование,C1,Сидорова,Лексика,1,0,0,0,Ученик_961,заморожена,0,1.5,45
13.09.2024,12:00,Основной,Программирование,A1,Петров,Разговор,1,1,0,0,Ученик_961,активна,1,1.0,45
20.09.2024,20:00,Основной,Программирование,B2,Сидорова,Грамматика,1,1,0,0,Ученик_961,активна,1,1.5,60
28.09.2024,16:00,Основной,Математика,A1,Сидорова,Грамматика,1,1,0,0,Ученик_961,активна,1,1.5,90
02.10.2024,19:00,Основной,Английский,B2,Сидорова,Разговор,1,1,0,0,Ученик_961,активна,1,1.5,45
12.10.2024,18:00,Основной,Программирование,B2,Иванов,Грамматика,1,1,0,0,Ученик_961,активна,1,1.5,90
28.08.2025,14:00,Южный,Математика,A1,Петров,Разговор,1,1,0,0,Ученик_962,активна,1,1.0,60
04.09.2025,16:00,Южный,Программирование,C1,Иванов,Грамматика,1,1,0,0,Ученик_962,активна,1,1.0,60
14.09.2025,14:00,Южный,Программирование,B2,Петров,Лексика,1,1,0,0,Ученик_962,активна,1,1.5,60
19.09.2025,9:00,Южный,Математика,B2,Сидорова,Лексика,1,1,0,0,Ученик_962,активна,1,1.5,60
23.09.2025,16:00,Южный,Английский,C1,Петров,Лексика,1,1,0,0,Ученик_962,активна,1,2.0,60
30.09.2025,11:00,Южный,Математика,C1,Иванов,Грамматика,1,1,0,0,Ученик_962,активна,1,2.0,90
07.10.2025,9:00,Южный,Программирование,A1,Иванов,Лексика,1,0,0,0,Ученик_962,заморожена,0,1.0,90
21.10.2025,10:00,Южный,Математика,C1,Петров,Разговор,1,0,0,0,Ученик_962,заморожена,0,1.0,45
24.10.2025,12:00,Южный,Программирование,A1,Иванов,Лексика,1,1,0,0,Ученик_962,активна,1,1.5,45
28.03.2025,12:00,Северный,Математика,C1,Иванов,Грамматика,1,0,0,0,Ученик_963,заморожена,0,1.0,90
08.04.2025,9:00,Северный,Математика,C1,Сидорова,Разговор,1,1,0,0,Ученик_963,активна,1,2.0,90
11.04.2025,17:00,Северный,Математика,C1,Петров,Разговор,1,0,0,0,Ученик_963,заморожена,0,2.0,60
20.04.2025,11:00,Северный,Программирование,C1,Иванов,Лексика,1,1,0,0,Ученик_963,активна,1,2.0,45
26.04.2025,12:00,Северный,Программирование,C1,Сидорова,Разговор,1,0,0,0,Ученик_963,заморожена,0,1.5,45
02.05.2025,15:00,Северный,Английский,A1,Петров,Лексика,1,1,0,0,Ученик_963,активна,1,1.5,90
14.05.2025,9:00,Северный,Английский,C1,Иванов,Лексика,1,0,0,0,Ученик_963,заморожена,0,2.0,45
19.05.2025,16:00,Северный,Английский,B2,Сидорова,Лексика,1,1,0,0,Ученик_963,активна,1,2.0,90
03.02.2025,13:00,Основной,Математика,B2,Сидорова,Грамматика,1,1,0,0,Ученик_964,активна,1,1.0,90
09.02.2025,10:00,Основной,Математика,B2,Сидорова,Грамматика,1,1,0,0,Ученик_964,активна,1,1.5,45
16.02.2025,16:00,Основной,Английский,A1,Сидорова,Грамматика,1,1,0,0,Ученик_964,активна,1,2.0,90
18.02.2025,11:00,Основной,Математика,C1,Петров,Грамматика,1,1,0,0,Ученик_964,активна,1,1.0,45
27.02.2025,20:00,Основной,Математика,A1,Петров,Разговор,1,1,0,0,Ученик_964,активна,1,1.5,45
05.03.2025,11:00,Основной,Математика,C1,Сидорова,Грамматика,1,1,0,0,Ученик_964,активна,1,1.0,45
12.03.2025,12:00,Основной,Математика,A1,Сидорова,Лексика,1,1,0,0,Ученик_964,активна,1,1.5,45
20.03.2025,16:00,Основной,Математика,C1,Петров,Грамматика,1,1,0,0,Ученик_964,активна,1,1.5,60
01.04.2025,18:00,Основной,Программирование,C1,Петров,Лексика,1,1,0,0,Ученик_964,активна,1,1.0,60
07.11.2024,13:00,Северный,Математика,C1,Петров,Разговор,1,1,0,0,Ученик_965,активна,1,1.5,60
11.11.2024,17:00,Северный,Английский,B2,Сидорова,Разговор,1,1,0,0,Ученик_965,активна,1,2.0,60
25.11.2024,20:00,Северный,Математика,B2,Иванов,Разговор,1,1,0,0,Ученик_965,активна,1,1.0,90
26.11.2024,16:00,Северный,Английский,B2,Иванов,Лексика,1,1,0,0,Ученик_965,активна,1,1.0,90
02.12.2024,17:00,Северный,Английский,A1,Иванов,Грамматика,1,0,0,0,Ученик_965,заморожена,0,1.0,60
16.12.2024,10:00,Северный,Программирование,A1,Сидорова,Лексика,1,1,0,0,Ученик_965,активна,1,1.0,60
20.12.2024,17:00,Северный,Математика,C1,Сидорова,Грамматика,1,1,0,0,Ученик_965,активна,1,1.0,45
31.05.2025,20:00,Северный,Программирование,A1,Сидорова,Грамматика,1,1,0,0,Ученик_966,активна,1,1.0,90
07.06.2025,13:00,Северный,Программирование,B2,Петров,Лексика,1,1,0,0,Ученик_966,активна,1,2.0,90
17.06.2025,13:00,Северный,Математика,B2,Иванов,Лексика,1,1,0,0,Ученик_966,активна,1,2.0,60
21.06.2025,16:00,Северный,Программирование,C1,Сидорова,Лексика,1,1,0,0,Ученик_966,активна,1,1.0,60
30.06.2025,15:00,Северный,Программирование,B2,Петров,Разговор,1,1,0,0,Ученик_966,активна,1,2.0,90
07.07.2025,9:00,Северный,Программирование,B2,Иванов,Грамматика,1,1,0,0,Ученик_966,активна,1,1.5,60
12.07.2025,15:00,Северный,Английский,C1,Иванов,Лексика,1,1,0,0,Ученик_966,активна,1,2.0,90
20.07.2025,17:00,Северный,Математика,C1,Петров,Разговор,1,0,0,0,Ученик_966,заморожена,0,1.0,90
25.07.2025,10:00,Северный,Английский,A1,Иванов,Лексика,1,1,0,0,Ученик_966,активна,1,1.0,60
25.05.2024,16:00,Основной,Английский,A1,Иванов,Лексика,1,1,0,0,Ученик_967,активна,1,1.0,45
05.06.2024,20:00,Основной,Английский,C1,Иванов,Грамматика,1,1,0,0,Ученик_967,активна,1,1.5,60
09.06.2024,17:00,Основной,Математика,B2,Иванов,Лексика,1,1,0,0,Ученик_967,активна,1,2.0,45
16.06.2024,17:00,Основной,Математика,A1,Сидорова,Грамматика,1,0,0,0,Ученик_967,заморожена,0,1.0,60
31.01.2026,13:00,Северный,Английский,A1,Иванов,Разговор,1,1,0,0,Ученик_968,активна,1,1.0,90
07.02.2026,19:00,Северный,Английский,A1,Петров,Лексика,1,1,0,0,Ученик_968,активна,1,2.0,60
18.02.2026,19:00,Северный,Математика,C1,Иванов,Грамматика,1,1,0,0,Ученик_968,активна,1,1.0,45
26.02.2026,20:00,Северный,Математика,A1,Сидорова,Разговор,1,1,0,0,Ученик_968,активна,1,1.0,60
03.03.2026,16:00,Северный,Математика,C1,Сидорова,Лексика,1,1,0,0,Ученик_968,активна,1,2.0,45
18.07.2024,10:00,Основной,Программирование,C1,Сидорова,Лексика,1,1,0,0,Ученик_969,активна,1,1.5,90
22.07.2024,14:00,Основной,Английский,C1,Иванов,Грамматика,1,1,0,0,Ученик_969,активна,1,2.0,90
01.08.2024,20:00,Основной,Математика,B2,Иванов,Разговор,1,0,0,0,Ученик_969,заморожена,0,1.5,45
08.08.2024,15:00,Основной,Программирование,B2,Сидорова,Лексика,1,1,0,0,Ученик_969,активна,1,2.0,90
14.08.2024,9:00,Основной,Английский,A1,Петров,Лексика,1,1,0,0,Ученик_969,активна,1,1.0,90
25.08.2024,18:00,Основной,Программирование,B2,Иванов,Грамматика,1,1,0,0,Ученик_969,активна,1,1.5,60
30.08.2024,11:00,Основной,Математика,C1,Иванов,Разговор,1,1,0,0,Ученик_969,активна,1,1.0,90
03.09.2024,11:00,Основной,Математика,A1,Петров,Лексика,1,0,0,0,Ученик_969,заморожена,0,1.5,90
13.09.2024,19:00,Основной,Английский,A1,Сидорова,Грамматика,1,0,0,0,Ученик_969,заморожена,0,1.5,90
20.09.2024,14:00,Основной,Математика,B2,Петров,Лексика,1,1,0,0,Ученик_969,активна,1,1.0,45
23.08.2024,16:00,Основной,Программирование,A1,Сидорова,Грамматика,1,1,0,0,Ученик_970,активна,1,1.5,60
25.08.2024,17:00,Основной,Английский,B2,Петров,Грамматика,1,1,0,0,Ученик_970,активна,1,1.5,60
04.09.2024,20:00,Основной,Программирование,A1,Петров,Грамматика,1,1,0,0,Ученик_970,активна,1,1.5,90
16.01.2025,20:00,Южный,Английский,B2,Петров,Лексика,1,1,0,0,Ученик_971,активна,1,2.0,45
24.01.2025,13:00,Южный,Программирование,C1,Петров,Лексика,1,1,0,0,Ученик_971,активна,1,1.5,45
30.01.2025,18:00,Южный,Математика,B2,Петров,Грамматика,1,1,0,0,Ученик_971,активна,1,2.0,60
08.02.2025,10:00,Южный,Программирование,B2,Сидорова,Грамматика,1,1,0,0,Ученик_971,активна,1,1.0,90
14.02.2025,20:00,Южный,Математика,A1,Сидорова,Грамматика,1,1,0,0,Ученик_971,активна,1,1.0,90
21.02.2025,10:00,Южный,Английский,C1,Петров,Лексика,1,0,0,0,Ученик_971,заморожена,0,2.0,90
29.12.2025,18:00,Южный,Английский,C1,Сидорова,Грамматика,1,1,0,0,Ученик_972,активна,1,1.5,90
03.01.2026,9:00,Южный,Математика,A1,Сидорова,Лексика,1,1,0,0,Ученик_972,активна,1,1.0,60
07.01.2026,18:00,Южный,Английский,A1,Петров,Грамматика,1,1,0,0,Ученик_972,активна,1,1.5,45
13.01.2026,13:00,Южный,Математика,B2,Иванов,Разговор,1,1,0,0,Ученик_972,активна,1,1.0,60
27.01.2026,15:00,Южный,Английский,A1,Петров,Лексика,1,1,0,0,Ученик_972,активна,1,1.0,90
03.02.2026,14:00,Южный,Программирование,B2,Иванов,Лексика,1,1,0,0,Ученик_972,активна,1,2.0,90
10.02.2026,17:00,Южный,Английский,B2,Сидорова,Лексика,1,0,0,0,Ученик_972,заморожена,0,2.0,90
10.02.2026,14:00,Южный,Английский,A1,Сидорова,Разговор,1,1,0,0,Ученик_972,активна,1,2.0,90
24.02.2026,13:00,Южный,Программирование,B2,Иванов,Грамматика,1,1,0,0,Ученик_972,активна,1,1.0,60
03.03.2026,14:00,Южный,Математика,B2,Петров,Лексика,1,0,0,0,Ученик_972,заморожена,0,1.5,90
10.03.2026,9:00,Южный,Программирование,C1,Петров,Разговор,1,1,0,0,Ученик_972,активна,1,1.5,90
27.04.2025,14:00,Южный,Математика,B2,Сидорова,Грамматика,1,1,0,0,Ученик_973,активна,1,1.0,60
06.05.2025,10:00,Южный,Программирование,B2,Петров,Лексика,1,1,0,0,Ученик_973,активна,1,1.0,60
15.05.2025,10:00,Южный,Программирование,B2,Петров,Грамматика,1,1,0,0,Ученик_973,активна,1,1.5,60
18.09.2024,14:00,Северный,Английский,B2,Сидорова,Грамматика,1,1,0,0,Ученик_974,активна,1,1.0,45
29.09.2024,12:00,Северный,Английский,B2,Сидорова,Лексика,1,1,0,0,Ученик_974,активна,1,2.0,60
01.10.2024,19:00,Северный,Математика,C1,Петров,Разговор,1,1,0,0,Ученик_974,активна,1,1.0,45
11.10.2024,14:00,Северный,Программирование,C1,Иванов,Разговор,1,1,0,0,Ученик_974,активна,1,2.0,45
18.10.2024,10:00,Северный,Математика,C1,Иванов,Разговор,1,1,0,0,Ученик_974,активна,1,1.0,60
26.10.2024,18:00,Северный,Программирование,A1,Сидорова,Разговор,1,1,0,0,Ученик_974,активна,1,1.0,90
29.10.2024,15:00,Северный,Математика,B2,Петров,Грамматика,1,0,0,0,Ученик_974,заморожена,0,1.5,60
12.11.2024,10:00,Северный,Английский,C1,Иванов,Грамматика,1,1,0,0,Ученик_974,активна,1,1.0,90
13.11.2024,9:00,Северный,Английский,A1,Сидорова,Лексика,1,1,0,0,Ученик_974,активна,1,1.5,60
20.11.2024,9:00,Северный,Программирование,C1,Сидорова,Лексика,1,1,0,0,Ученик_974,активна,1,1.5,60
30.12.2024,11:00,Основной,Математика,C1,Петров,Лексика,1,1,0,0,Ученик_975,активна,1,1.5,45
07.01.2025,18:00,Основной,Математика,A1,Петров,Грамматика,1,1,0,0,Ученик_975,активна,1,1.0,45
14.01.2025,18:00,Основной,Английский,B2,Иванов,Лексика,1,1,0,0,Ученик_975,активна,1,1.0,60
